gene_accession,SOY05u_t2_M_MB,SOY01u_t2_M_MB,SOY04e_t2_M_MB,SOY03e_t2_M_MB,SOY02u_t2_M_MB,SOY05e_t2_M_MB,SOY02e_t2_M_MB,SOY03u_t2_M_MB,SOY01e_t2_M_MB,SOY04u_t2_M_MB
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARY,207,492,189,233,950,383,347,571,258,814
MEG_3542/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,2,0,0,0,0,0
MEG_1938/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,10,0,0,0,0
MEG_2987/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,2,0,0,0,5,2,0,0,0,0
MEG_2988/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,6,0,0,0,0,0
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,2,0,2,1,31,12,6,6,16,29
MEG_6705/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_4890/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,18
MEG_5423/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/PCOE,5,0,0,0,0,22,0,0,0,0
MEG_5318/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,6,0,0,0,0,0
MEG_8724/Drugs/betalactams/Class_B_betalactamases/VAM,0,0,0,0,0,0,0,0,8,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,0,0,0,0,100,74,0,0,0,152
MEG_42/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC3,0,0,0,0,0,0,0,0,0,12
MEG_4365/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,14,10,0,0,0,0
MEG_6656/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,9,0,0,6,62,83,9,3,58,22
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,17,18,9,18,40,25,27,29,50,53
MEG_5977/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,328,0,0,0,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,2,0,0,13,0,0,11,22
MEG_6134/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,58,0,0,42,0,49
MEG_5317/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,6,0,0,0,0,0
MEG_6577/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,0,5,0,16,31,0,3,0,5
MEG_1107/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/ARIR,0,0,0,0,0,14,0,0,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,68,0,86,56,114,86,92,154,134,260
MEG_2965/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,8,0,0,0,0
MEG_7316/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,95,139,166,68,214,165,122,198,147,282
MEG_5294/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,0,2,0,0,0,0
MEG_4283/Drugs/betalactams/Mutant_porin_proteins/OMP37,14,0,19,15,350,124,17,53,48,39
MEG_3129/Drugs/betalactams/Class_A_betalactamases/GES,0,29,0,0,0,6,9,18,15,10
MEG_316/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,20,0,0,0
MEG_8077/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,162,97,0,0,140,136,88,216,234,360
MEG_8/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1800,1580,813,2542,11773,2276,1462,3325,3921,7433
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,85,183,75,103,414,160,138,221,99,364
MEG_2978/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,0,0,0,0,0,4
MEG_404/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,39,0,44,0,479,151,40,111,471,232
MEG_1700/Drugs/betalactams/Class_B_betalactamases/CGB,0,0,0,0,0,16,0,20,0,0
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,10,24,4,9,6,6,12,6,0,8
MEG_6706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_5857/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACZ,0,0,0,0,0,0,0,4,0,4
MEG_2670/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/DRRA,0,0,0,0,0,24,0,8,0,0
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,39,43,19,44,181,109,57,83,310,209
MEG_4197/Metals/Nickel_resistance/Nickel_resistance_protein/NIRC,0,0,0,0,0,26,0,0,0,0
MEG_767/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,0,0,0,0,0,12,0,24
MEG_1120/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/ARMA,0,0,0,0,0,0,0,0,12,16
MEG_6679/Drugs/betalactams/Class_A_betalactamases/TEM,0,1,0,0,0,0,0,0,0,2
MEG_1834/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,42,0,0,0,0,0
MEG_1000/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,28,0,0,18,0,0
MEG_6599/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,4,0,0,0,0,0,2,0,0
MEG_7103/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,98,114,85,146,237,178,115,160,228,233
MEG_3442/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/KAMB,0,0,0,0,0,0,22,0,0,0
MEG_8073/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,92,40,54,106
MEG_2673/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,7,5,0,0,0,6
MEG_6096/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,48,0,0,0,177,62,81,0,57,133
MEG_7894/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,2,2,0,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,0,0,28,0,18,28,30,36
MEG_6777/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,0
MEG_2457/Metals/Copper_resistance/Copper_resistance_protein/CUTE,8,12,12,23,358,218,14,40,0,101
MEG_4172/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,79,18,0,0,0,8
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,5,2,6,3,9,29,11,20,17,12
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,47,61,41,65,136,69,39,83,87,169
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,6,0,0,0
MEG_8445/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,16,0,0,0,54,125,20,45,43,52
MEG_5783/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,10,0,8,16,61,41,17,15,63,35
MEG_6734/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,2,0,0,0,0,0,0,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,143,237,161,185,342,242,240,542,272,589
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,0,0,0,0,0,0,4,0,0
MEG_386/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,10,0,0,0,0,10
MEG_8017/Drugs/betalactams/Class_A_betalactamases/CME,0,0,0,0,0,0,0,0,0,10
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,36,22,32,0,56,26,60,74,68
MEG_6529/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,97,31,0,0,70,76
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,0,0,12,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,14,33,17,10,49,20,14,8,19,59
MEG_2674/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,10,6,0,0,0,0
MEG_7832/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YGJH,0,0,0,0,83,113,0,6,0,0
MEG_6620/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,4,0,0,0,2,0,1,0,4
MEG_4302/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OPRN,0,0,0,0,30,0,0,0,4,0
MEG_6169/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,0,16
MEG_8229/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,4,0,0,0,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,175,462,256,190,553,448,148,501,851,1414
MEG_2706/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,83,0,0,80,0,52,200,0,296
MEG_6871/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_1165/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSD,0,0,0,0,0,9,0,0,0,0
MEG_6588/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,6,0,0,0,0,0,0,0,2
MEG_1212/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR1,0,0,0,0,44,0,0,0,0,42
MEG_2698/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/EBRB,0,0,0,0,0,0,4,0,0,0
MEG_3980/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,409,733,311,440,1485,464,560,906,605,1485
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,43,0,0,0,44,46,25,0,0,93
MEG_4091/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/MUPB,0,0,0,0,0,0,0,112,0,236
MEG_6887/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_7156/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,2,0,0,0,0,0
MEG_2726/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRBSM,0,0,0,0,0,0,0,36,0,30
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,82,70,40,71,170,120,74,90,122,184
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,4,2,2,18,0,0,8,0,16
MEG_3592/Drugs/MLS/Lincosamide_nucleotidyltransferases/LIN,0,82,0,96,64,84,112,146,110,242
MEG_8639/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/POXT,0,0,0,0,112,50,0,50,54,114
MEG_4040/Drugs/MLS/Macrolide_phosphotransferases/MPHC,0,0,0,0,0,0,0,0,0,14
MEG_2980/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,12,0,0,0,0,0
MEG_7245/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,91,62,8,397,334,71,166,64,182,57
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,33,58,0,0,212,50,0,78,44,148
MEG_3588/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,38,0,0,0,0,26
MEG_8447/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,40,25,20,0,94,45,32,54,65,120
MEG_8212/Drugs/betalactams/Class_C_betalactamases/LAQ,0,0,0,0,16,11,0,0,0,30
MEG_2951/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,26,0,0
MEG_3915/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXI,0,0,0,0,192,0,0,0,0,142
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,3,0,2,0,0,0,0
MEG_2315/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,19,0,0,9,0
MEG_4121/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_regulator/NCRB,0,0,0,0,0,13,0,0,0,0
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,20,41,24,13,76,30,41,29,14,43
MEG_6163/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,12,0,0,0,0,0,0,0,0
MEG_3767/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,68,0,0
MEG_4301/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OPRN,0,0,0,0,24,0,0,0,0,0
MEG_384/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,4,0,0,0,0,0
MEG_8152/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,202,0,0,460,290,366
MEG_1048/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,20,0,0,36
MEG_1209/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,38,59,5,8,33,12
MEG_7267/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,6,0,6,0,56,50,0,18,44,32
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,0,0,0,0,0,10,0,0,20
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,18,0,0,20,0,36
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,0,32,0,0,32,44,94,54,0
MEG_8646/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACD,0,0,0,0,0,0,0,0,0,68
MEG_8706/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,4,0,2,4,0,0,2
MEG_3864/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,0,0,3,0,0,0,0,0,0,0
MEG_5418/Metals/Copper_resistance/Copper_resistance_protein/PCOB,15,0,2,0,0,65,4,0,0,0
MEG_3001/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,19,0,0,0,0,0
MEG_4336/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,6,98,14,0,20,0,21
MEG_3594/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LMRA/RequiresSNPConfirmation,0,0,0,0,48,0,0,0,0,0
MEG_6621/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,24,62,38,46,49,46,13,54,80,165
MEG_6765/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,21,8,0,0,4,6,6,0,4
MEG_5281/Drugs/betalactams/Class_A_betalactamases/OXY,2,0,0,0,0,0,0,0,0,0
MEG_2972/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,2,0,3,0,31,88,8,4,13,27
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,6,0,0,2
MEG_2874/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,0,0,0,0,0,0,0,0,0,14
MEG_6117/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,45,46,0,33,89,59,53,117,91,194
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,27,0,0,0,0,42
MEG_6131/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,96,273,164,156,281,281,197,384,337,555
MEG_6808/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6838/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,4
MEG_8442/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,34,0,0
MEG_4596/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,26,0,0,0,0,0
MEG_846/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_1186/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,86,0,0,0,0,0
MEG_3765/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTP,0,0,0,0,67,174,22,0,0,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,6,0,0,0,26,34,0,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,90,67,34,39,66,100,37,25,438,246
MEG_2092/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORD,0,0,0,0,24,27,0,0,0,10
MEG_2882/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,22,0,0,0,0,0
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,2,0,8,0,6,0,0,0,4,0
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,0,0,0,0,173,78,0,54,0,0
MEG_6616/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,16,0,0,0,0,8,8,0,9
MEG_7300/Drugs/betalactams/Class_B_betalactamases/TTU,0,0,8,0,0,0,0,0,0,0
MEG_1198/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/BASRS,0,0,0,0,86,0,0,0,0,0
MEG_7843/Drugs/Lipopeptides/Daptomycin_resistant_mutant/YYBT/RequiresSNPConfirmation,0,0,0,0,58,0,0,0,0,162
MEG_3985/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,225,346,172,289,907,280,378,493,342,853
MEG_2783/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,0,23
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,39
MEG_6513/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,0,0,6,0,87,49,15,0,40,28
MEG_502/Metals/Tellurium_resistance/Tellurium_resistance_protein/ACTP1,0,0,0,0,65,0,0,0,0,0
MEG_7606/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,0,50
MEG_1308/Drugs/betalactams/Class_A_betalactamases/BLASGM,0,0,0,0,54,0,122,0,0,0
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,55,152,43,0,189,141,80,186,174,269
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,48,85,30,55,191,88,48,79,94,167
MEG_8659/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,4,0,0,0,32,13,0,0,0,2
MEG_6265/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,2,0,0,0,0
MEG_8692/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/SDRM,0,0,0,0,0,0,0,0,32,0
MEG_3012/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,0,0,0,6,0
MEG_5399/Drugs/betalactams/Penicillin_binding_protein/PBP1A/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,54
MEG_3241/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,18,0,0,0,0,0,0,0,0,0
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,50,38,74,98,63,52,81,94,144
MEG_1166/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSDM,11,0,19,0,6,0,0,8,0,16
MEG_2678/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,14,2,0,0,0,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,30,0,18,22,251,63,0,0,90,82
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,53,0,0,112,64,118,82,118,0
MEG_7620/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATA,0,0,0,0,0,0,22,0,0,64
MEG_5127/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,18,0,0,0,0,0
MEG_256/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,36,0,0,0,0,0
MEG_2896/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/FECE,0,0,0,0,34,107,0,0,0,0
MEG_409/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,0,0,153,217,23,0,43,111
MEG_7835/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,0,0,16,0,184,115,4,26,114,43
MEG_8234/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MACAB/RequiresSNPConfirmation,0,0,0,0,0,10,0,6,0,0
MEG_3878/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,8,0,0,4
MEG_6903/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3989/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,0,193,0,0,218,150,0,306,207,344
MEG_4280/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,27,27,3,11,64,28
MEG_2453/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CUSS,0,0,11,0,135,109,0,0,0,47
MEG_4007/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,0,0,0,0,0,0,0,0,7
MEG_1176/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,11,0,18,0,30,4,0,3,0,8
MEG_6626/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,33,33,37,28,28,45,21,40,64,173
MEG_2691/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,4,0,0,0,35,28,0,17,0,26
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,2,0,0,0,98,66,0,2,43,9
MEG_1154/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,4,0,0,0,0,0,0,0,0
MEG_6828/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_2065/Metals/Copper_resistance/Copper_resistance_protein/COPM,0,0,0,0,4,0,0,0,0,0
MEG_3555/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,2,0,0,0,0,0
MEG_6083/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/ROSA,0,0,0,0,33,29,0,0,0,5
MEG_3601/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,8,0,0,8
MEG_1642/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CDSA/RequiresSNPConfirmation,16,0,0,0,38,22,20,58,20,142
MEG_6815/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,4,0,0,0
MEG_7834/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YHCN,2,0,0,0,11,9,0,4,0,0
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,10,0,0,0,36,16,0,32,12,26
MEG_393/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,6,0,0,0,0,0
MEG_6939/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_147/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,1,0,0,0,0,0
MEG_8679/Drugs/Oxazolidinone/Oxazolidinone_resistant_23S_rRNA_mutation/RRL/RequiresSNPConfirmation,235,449,209,240,676,322,371,535,313,750
MEG_3801/Drugs/betalactams/Penicillin_binding_protein/MECD,0,0,0,0,0,0,34,0,0,96
MEG_973/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,17,5,0,0,122,58,23,9,457,48
MEG_3982/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,319,538,284,349,1217,447,418,599,385,1217
MEG_6781/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,3,2,0,0
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,114,81,49,123,33,186,140,244,176,307
MEG_3802/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,4,0,0,0,8,4,10
MEG_3535/Drugs/betalactams/Class_A_betalactamases/LAP,0,0,0,0,2,0,0,0,0,0
