gene_accession,CAC10u_t2_M_AB,CAC09e_t2_M_AB,CAC10e_t2_M_AB,CAC08e_t2_M_MB,CAC08u_t2_M_MB,CAC07e_t2_M_MB,CAC06u_t2_M_AB,CAC09u_t2_M_AB,CAC07u_t2_M_MB,CAC06e_t2_M_AB
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,0,0,24,0,0,0,0
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,22,32,16,35,33,31,0,51,76
MEG_7059/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,30,34,16,27,32,63,41,21,51,42
MEG_7609/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,0,0,0,0,0,0,16,0,0
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,2,3,0,0,1,0,0,10,1
MEG_2944/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,3,0,0,0,0
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,8,0,0,0,0,2,0
MEG_7039/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,150,156,130,101,157,136,120,111,85,107
MEG_6045/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,1,0,0,0,0,0,0
MEG_6827/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,2,0
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,13,41,32,32,26,12,15,39,11
MEG_988/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,64,0,0,0,0,0,0,0
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,6,0,17,0,6,0,0,16,0
MEG_3515/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNF,0,0,0,5,0,0,0,0,0,8
MEG_6638/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,18,31,7,77,42,13,42,43,10
MEG_4353/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,6,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,4,4,6,6,6,0,4,2,2
MEG_4102/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MUXC,0,0,0,0,0,9,0,0,14,25
MEG_6136/Drugs/Multi-drug_resistance/MDR_mutation/MRPOB/RequiresSNPConfirmation,50,55,103,44,73,95,95,66,52,61
MEG_6886/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,1,0,0,0
MEG_6671/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_3512/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KPN,0,0,8,16,0,12,0,0,26,17
MEG_5782/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,0,0,0,5,0,4,0,0,4,1
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,6,0,0,0,0,0,0,0,0,0
MEG_6883/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,6,0,0,2,0,0,0
MEG_3077/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,0,0,0,1,0,0,2,0
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,292,232,272,190,253,271,168,260,138,152
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,0,0,4,0,3,0,0,7,8
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,8,9,0,0,15
MEG_969/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,3,0
MEG_1866/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,1,0,0,0,0,0,0
MEG_4362/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,4,0
MEG_1800/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,9,0,0,0,0,2,0
MEG_2458/Metals/Copper_resistance/Copper_resistance_protein/CUTF,0,0,0,13,0,0,0,0,13,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,12,0,0,0,12,26,16,0,10
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,30,0,0,0,14,0,0,0,28
MEG_7311/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,12,18,24,11,46,18,0,34,23,27
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,22,30,22,20,22,16,22,28,20
MEG_1587/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,6,0,0,0,0,0,0,0,0
MEG_7850/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZIPB,0,0,0,0,22,0,0,0,0,0
MEG_6580/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,2,0,0
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,0,11,0,21,11,19,0,0,4,0
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,80,46,0,23,0,41,0,0,36,0
MEG_7861/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,0,4,0,0,0,0,0,0,2,0
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,21,33,36,54,75,12,22,31,8
MEG_2881/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,14,0,0,0,0,0
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,2,0
MEG_6140/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/RPOS,0,0,0,0,0,0,0,0,1,0
MEG_2451/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSF,0,4,0,0,0,4,0,0,4,0
MEG_3220/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,12,0,0,11,0
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,378,331,399,244,375,398,434,299,296,288
MEG_2449/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,0,4,0,0,0,0,0,0,9,0
MEG_8691/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALE,0,0,0,0,0,30,0,0,0,34
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,0,24,24,40,28,23,30,0,48,22
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,2,0,3,0,0,0,0,4,0
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,21,14,14,25,16,48,24,9,19,31
MEG_1491/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/CARA,0,0,0,0,70,0,0,0,0,0
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,0,0,0,0,0,0,46,0,0,0
MEG_6879/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,4,0,4,0,0,0,0
MEG_8146/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,16,0,0,0,4,14
MEG_3747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,0,38,40,37,17,44,0,0,111,61
MEG_4004/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,0,0,0,0,0,0,0,0,4,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,22,0,13,0,22,10,13,14
MEG_894/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,1,0,0,0,0,0
MEG_7306/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,52,66,81,46,198,78,90,80,82,68
MEG_8449/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,9,0,18,0,0,17,0
MEG_1743/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMED,0,0,0,0,0,26,0,0,0,0
MEG_6161/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,2,0,0,0,5,0
MEG_3603/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,6,0,0
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,100,129,86,68,110,94,81,123,115,130
MEG_6116/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,80,0,53,0,0,278,0,0,0
MEG_8250/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1018,1226,1059,809,1636,1790,1134,1265,1306,1523
MEG_4009/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,11,8,11,8,0,0,0,21,0
MEG_7033/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,4,2,0,6,0,4,0
MEG_137/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,12,0,0,0
MEG_2672/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,2,0,0,0,0,2,0
MEG_6603/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,1,0,4,0,0,0,0,0,0
MEG_1487/Metals/Cadmium_resistance/Cadmium_resistance_regulator/CADR,0,0,0,0,6,0,0,0,0,0
MEG_3251/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRC/RequiresSNPConfirmation,576,455,522,282,469,536,443,361,338,379
MEG_479/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,6,0,0,0,0,0,6,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,0,21,11,29,26,16,0,11,89,0
MEG_7822/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,18,0,0,0,0,42,25,16,16,12
MEG_6686/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_2673/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,1,0,0,0,0,3,0
MEG_443/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,6,0
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,5,19,18,46,36,50,0,23,50,26
MEG_3763/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTN,8,10,0,9,0,7,0,0,16,0
MEG_6919/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,8,0,0,0,0,0,0
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,0,4,0,5,0,7,0,0,19,4
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,29,28,61,42,47,42,13,26,56,5
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,16
MEG_7309/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,230,228,318,163,194,172,171,192,220,201
MEG_4336/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,12,0
MEG_2895/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,0,0,0,6,0,0,0,0,0,0
MEG_8035/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRR,0,0,0,0,14,0,0,0,0,0
MEG_3876/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,0,0,0,4
MEG_2690/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,0,0,0,2,0,0,0,0,4,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,183,148,259,104,213,149,236,172,150,353
MEG_7866/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,2,2,6,0,0,0,6,4
MEG_1593/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,11,0,0,0,0,0,0,0,0
MEG_6862/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6722/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3663/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,4,0,7,0,3,0,0,8,0
MEG_5415/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/PCM,0,0,0,0,0,0,23,0,0,0
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,64,55,130,110,124,46,134,68,107,135
MEG_5208/Drugs/betalactams/Class_D_betalactamases/OXA,0,10,0,0,0,0,0,9,0,0
MEG_7331/Drugs/Glycopeptides/VanA-type_resistance_protein/VAN,0,0,0,0,12,1050,6,0,64,0
MEG_3592/Drugs/MLS/Lincosamide_nucleotidyltransferases/LIN,0,0,0,0,0,0,42,0,0,0
MEG_6740/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3767/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,42,0,0,0,0,0,0,0
MEG_6126/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,130,122,200,123,183,211,191,109,97,153
MEG_6590/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,1,0
MEG_4360/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,5,0
MEG_6596/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,0,0,0
MEG_1748/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,0,0,8,0,0,0,0,0
MEG_6122/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,37,31,59,54,0,53,26,27,32,54
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,106,38,0,48,66,0,88,48,52,0
MEG_8693/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,8,0,0,0,0,8,0,0,0,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,27,18,26,12,33,22,31,20,14,19
MEG_763/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,36,9,7,2,0,0,17,0,0
MEG_2846/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,6,10,6,38,0,23,43,4,0,13
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,611,513,676,346,545,534,492,405,344,428
MEG_6810/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,0,0
MEG_6605/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,4,0,0,0,0,0,0,0
MEG_6783/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,0,0
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside-resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,34,25,61,53,58,32,97,81,66,82
MEG_2092/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORD,0,0,0,3,0,0,0,0,0,0
MEG_2119/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,3,0,11,0,3,0,0,20,0
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,2,2,2,0,0,0,0,0
MEG_2900/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,15,0,20,26,0,0,0,27,0
MEG_6635/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,0,4,0,0,0,0,0,0,0
MEG_6637/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,17,13,8,55,32,17,38,21,11
MEG_2966/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,2,0
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,16,0,0,0,0,0,0,23,0,0
MEG_3022/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSG,0,0,0,0,0,0,6,0,0,0
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,851,674,1027,493,802,675,758,632,528,584
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,2,0,0,0,0,0,4
MEG_6814/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,2,0
MEG_6623/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,4,2,0,0,0,0,4,0,0
MEG_2122/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,4,0,5,1
MEG_6106/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,250,222,378,155,278,523,370,235,250,248
MEG_2847/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,0,0,0,0,0,6,8,3,12,7
MEG_6872/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_4325/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,2,0,0,0,0,6,0
MEG_6916/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,2,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,73,52,0,0,0,64
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,10,6,0,0,6,2,0,15
MEG_5409/Drugs/betalactams/Penicillin_binding_protein/PBP4B,0,0,0,12,0,5,0,0,0,0
MEG_6841/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3590/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,20
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,29,0,0,0,0,0,0
MEG_4283/Drugs/betalactams/Mutant_porin_proteins/OMP37,0,0,0,7,0,4,0,0,21,0
MEG_729/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,15,0,16,0,0,0,0,24,0
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,44,63,54,40,304,173,28,117,102,30
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,23,3,17,14,30,52,12,6,14,3
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,14,12,20,35,32,12,16,20,22,11
MEG_7825/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEC,132,102,144,54,108,64,94,124,54,80
MEG_6118/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,152,154,289,190,242,291,306,190,261,154
MEG_6514/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,0,0,0,13,0,16,0,5,6,20
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,10,12,0,0,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,16,12,6,15,16,0,14,14,12
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,2,0
MEG_5337/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,51,79,94,32,87,37,49,75,59,78
MEG_7316/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,168,138,181,156,157,230,124,93,132,135
MEG_6945/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,2,4,0,0,0
MEG_6090/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,22,0,0,0,0,0
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,14,0,8,0,1,0,12,13,10
MEG_7181/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,8,0,0,6,0,0,11,0,0
MEG_728/Drugs/betalactams/Class_C_betalactamases/AMPC,0,0,0,0,0,2,0,0,0,0
MEG_7184/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,20,34,28,10,27,64,0,39,88,0
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,58,79,126,92,109,61,103,84,0,141
MEG_6121/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,263,297,256,152,254,269,258,205,201,229
MEG_8432/Drugs/betalactams/Class_D_betalactamases/OXA,26,0,0,0,0,0,0,0,0,0
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,0,0,19,0,14,0,27,0,12,17
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,27,29,31,39,45,0,20,32,59
MEG_5964/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,1,0,0,0,0
MEG_789/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,1,0,1,0,0,0,0,0,0
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,0,0,0,0,0,6,4,0
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,2484,2038,2412,1507,2138,2688,2140,1713,1610,1486
MEG_3758/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,0,0,18,0,0,0,0,17,8
MEG_6599/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,2,0,0,0,0,0,0
MEG_1006/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,24,0,0,0,0,0,16,14,0
MEG_458/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,2,0
MEG_8704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,6,0,8,155,0,103,145
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,4,4,4,4,4,4,6,0,0
MEG_3514/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,0,0,0,2,0,1,0,0,5,1
MEG_3842/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,8,0,0,0,0
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,71,0,94,159,88,54,67,114
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,0,0,2,3,2,0,2,5,2
MEG_8273/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,0,20,0,0,0,0,18
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,19
MEG_6502/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,2,18,0,0,0,0,0,0
MEG_7010/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET57,0,0,0,0,0,0,0,0,2,0
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,0,0,0,0,32,0,0,0,0
MEG_6809/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,0,2,4,0,9,3,2,10,0,0
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,2,4,8,0,11,0,0,17,8
MEG_3998/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTH,0,10,0,22,14,16,0,0,50,16
MEG_6584/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,6,2,2,0,0,0,2,0,0
MEG_3203/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,342,189,313,203,306,267,240,181,194,197
MEG_702/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,10,0,0,0,0,0,0,0,0
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,18,27,44,41,50,26,14,27,36,8
MEG_3992/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,8014,8601,15844,8798,14131,16864,16566,9254,11415,9931
