gene_accession,APP01u_t2_M_QC,APP05e_t2_M_BC,APP02u_t2_M_QC,APP03u_t2_M_QC,APP03e_t2_M_QC,APP02e_t2_M_QC,APP05u_t2_M_BC,APP04u_t2_M_BC,APP04e_t2_M_BC,APP01e_t2_M_QC
MEG_3986/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,849,1194,1167,1292,1399,0,860,0,1496,1242
MEG_2909/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/FIEF,0,0,0,24,0,0,0,0,0,0
MEG_7521/Drugs/Glycopeptides/VanN_type_regulator/VANSN,36,56,46,58,0,0,42,42,0,0
MEG_126/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,8,0,0,0,0,0,0,0
MEG_6173/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEB,0,0,0,66,0,0,74,0,0,0
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,21,0,0,0,0,3,0
MEG_965/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,1,0,0,0,0
MEG_6666/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,42,60,39,61,60,0,14,0,81,42
MEG_6616/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,2,0,0,0,0,0,0,0,0,0
MEG_17/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC2_PRIME,0,0,0,0,0,30,0,0,0,0
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,44,36,0,0,0,0,0,50,0
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,202,298,247,322,345,189,245,155,564,277
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,10,85,17,31,15,14,13,11,33,8
MEG_2724/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,0,0,0,0,0,12,0,0,0
MEG_7023/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,36,0,0,0,0,0,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,2508,3772,3522,4174,4322,2254,2753,1964,7479,3144
MEG_7288/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGB,0,0,0,44,0,0,0,0,0,0
MEG_4279/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,0,0
MEG_5359/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,28,0,30,0,0,0,64,0
MEG_3801/Drugs/betalactams/Penicillin_binding_protein/MECD,0,0,46,0,0,0,34,40,0,0
MEG_3299/Drugs/betalactams/Class_A_betalactamases/IMI,0,0,0,0,0,0,18,0,0,0
MEG_2841/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,48,60,44,0,0,0,74,0,0
MEG_6116/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,135,0,0,0,86,0,187,0
MEG_2797/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,0,2,0,1,2,0,10,0
MEG_1206/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,0,0,12,0,0,0
MEG_722/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/ALMG,0,0,0,0,0,0,14,0,0,0
MEG_8243/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFD,0,0,0,0,0,0,28,0,0,0
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,39,64,54,75,75,51,25,31,111,58
MEG_5354/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,52,0,0,0,0,0,77,0
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,21,2,4,15,22,8,22,0,27,9
MEG_1157/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,0,4,0,0,0
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,2,0,0,0,0,0,0
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,42,68,40,23,0,0,32,58,0,0
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,114,196,132,0,220,0,144,72,177,0
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,5,0,11,11,9,7,0,22,6
MEG_7329/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,0,0,0,0,0,26,26,0,0
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,100,89,90,0,107,69,90,115,0
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,421,393,528,597,544,298,430,240,940,434
MEG_2714/Biocides/QACs_resistance/QAC_efflux_pump/EMEA,0,158,92,134,0,0,88,66,0,0
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,42,36,0,0,0,0,0,0
MEG_4074/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRD,0,0,0,8,0,0,0,0,0,0
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,39,75,58,99,89,58,38,36,139,80
MEG_7609/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,13,0
MEG_7149/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,2,0,6,7,8,0,2,3,8,0
MEG_7057/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,41,27,9,19,11,14,10,2,22,16
MEG_3069/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSD,0,0,0,0,0,12,0,0,0,0
MEG_404/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,62,0,59,0,0,0,0,0,0
MEG_188/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,12,0,0,0,0,0,0,0,0
MEG_152/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,12,0,0,0
MEG_2074/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,102,0,0,0,0,0,0,0
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,0,0,74,0,0,0,16,138,0,40
MEG_1008/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,16,0,20,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,263,41,118,587,428,78,305,295,114,101
MEG_313/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,6,8,0,0,0,0,0,0
MEG_1741/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,34,0,0,0,24,42,0,0
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,32,51,0,0,0,0,0,0
MEG_8650/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,0,0,46,32,0,0
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,18,34,10,12,10,16,4,2,18,12
MEG_7125/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,71,111,48,133,124,81,79,76,208,129
MEG_8273/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,30,0,0,0,0,0,20,0,0
MEG_3446/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/KATG/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_7622/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATB,24,0,36,0,42,16,30,14,0,0
MEG_6165/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,18,0,0,0,10,22,0,0
MEG_1169/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSM,0,0,0,0,0,0,0,0,0,6
MEG_4331/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,9,0
MEG_2091/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,0,30,22,8,0,20,0,0,20,0
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,188,235,153,0,0,56,0,173
MEG_6025/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,14,0,0,0,0,0,0,0
MEG_8649/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,12,8,0,4,0,0,4,0
MEG_2691/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,0,0,0,2,0,0,0,0,0,0
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,32,0,12,0,0,0,0,0,0
MEG_7846/Metals/Zinc_resistance/Zinc_resistance_protein/ZEVB,0,0,22,0,0,0,0,0,0,0
MEG_2900/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETB,0,0,12,0,0,0,0,0,0,0
MEG_7481/Drugs/Glycopeptides/VanG_type_regulator/VANRG,36,116,92,66,124,88,96,76,166,26
MEG_6114/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,147,136,171,243,272,122,129,106,201,164
MEG_1017/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,28,0,0,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,52,102,72,62,88,0,78,56,190,0
MEG_4078/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/MTRAD,0,0,0,0,0,0,4,0,0,0
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,134,172,161,199,204,101,175,108,306,161
MEG_3229/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,34,0,0,0,27,0,0
MEG_7821/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEA,0,14,12,0,0,18,0,0,36,10
MEG_2050/Metals/Copper_resistance/Copper_resistance_protein/COPC,0,0,0,0,0,0,0,4,0,0
MEG_8662/Drugs/Metronidazole/rdxA_nitroimidazole_reductase/RDXA,0,26,0,0,0,28,0,0,0,0
MEG_2515/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,26,0,0
MEG_6619/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,4,2,2,17,11,4,0,7,9,3
MEG_1732/Drugs/Lipopeptides/Daptomycin_resistant_mutant/CLS/RequiresSNPConfirmation,0,0,50,52,0,34,0,0,46,0
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,36,0,0,0,48,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,18,52,76,54,72,44,0,32,54,30
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,28,35,42,53,38,12,37,0,34,11
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,0,0,18,0,0,0,0,10,0,0
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,10,13,13,7,5,0,0,0,14
MEG_318/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,14,0,0,0,0,0,6,0
MEG_2898/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,0,0,0,0,0,66,40,0,116,0
MEG_7302/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,76,113,113,182,152,61,77,77,222,102
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,27,36,48,46,50,50,20,8,42,34
MEG_6135/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,51,0,46,33,0,0,0,30,54,27
MEG_7247/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETZ,0,0,0,0,0,4,0,0,0,0
MEG_3434/Drugs/Rifampin/Monooxygenase/IRI,0,0,0,0,0,0,0,0,2,0
MEG_2863/Drugs/betalactams/Class_B_betalactamases/ESP,0,0,0,14,0,0,0,0,0,0
MEG_2934/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,14,0,0,0,0,0,0,0
MEG_503/Metals/Copper_resistance/Copper_resistance_protein/ACTPC,0,0,157,0,0,0,0,0,0,0
MEG_5364/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,46,0,0,0,0,0,0,0,0
MEG_2457/Metals/Copper_resistance/Copper_resistance_protein/CUTE,0,0,10,12,0,0,0,0,0,0
MEG_3072/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,0,0,0,0,0,24,0,0,0
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,18,0,0,10,0,8,0,112,12
MEG_7838/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_SMR_efflux_pump/YKKC,0,0,0,0,0,0,16,0,0,0
MEG_6121/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,192,191,176,283,261,138,193,124,341,189
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,18,0,0,16,0,14,0
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,4,2,10,10,0,10,2,10,4
MEG_977/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT4_PRIME,0,0,0,0,0,0,0,0,16,0
MEG_6629/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,42,14,24,51,21,12,14,31,26,19
MEG_4277/Drugs/MLS/Macrolide_glycosyltransferases/OLED,0,0,0,14,0,0,0,0,0,0
MEG_6011/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRC,0,0,0,0,0,0,12,14,0,0
MEG_2085/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,1,0,10,0,0,0,0,0,0,0
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,173,282,199,253,310,170,171,167,516,271
MEG_7516/Drugs/Glycopeptides/VanM_type_regulator/VANSM,0,0,0,0,0,0,0,22,0,0
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,44,100,0,76,0,0,54,24,116,0
MEG_3895/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,8,6,0,4,16,14,0,0
MEG_7089/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETK,0,0,0,0,0,0,122,0,0,0
MEG_8147/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,56,0,0,0,0,72,56,0,0
MEG_7321/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,219,278,163,266,318,144,200,100,691,197
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,24,6,12,14,18,12,4,16,12
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,52,91,100,123,137,72,84,50,235,103
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,25,30,69,54,0,33,40,94,49,38
MEG_7165/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,3,2,0,0,2,2,0,0,13,0
MEG_8247/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/MEXC1,0,0,0,0,46,0,0,0,0,0
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,72,89,146,144,153,72,78,75,126,70
MEG_2439/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CUEA,0,0,86,0,0,0,0,0,0,0
MEG_6626/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,26,3,10,32,18,7,4,30,34,6
MEG_2088/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORB,14,34,35,0,0,0,0,0,0,0
MEG_7186/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,2,0,0,0,0,0,0,0,1,0
MEG_3979/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,677,1234,1028,1337,1576,774,650,656,1866,1014
MEG_2614/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/DHAP,0,0,0,0,0,0,50,58,0,0
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,70,0,96,94,0,54,132,86,98,90
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,5,2,0,0,2,4,8,0,6,1
MEG_985/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT4_PRIME,0,0,0,0,0,0,0,8,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7137/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,49,90,69,83,77,60,51,28,143,91
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,34,58,81,0,0,0,52,0,80,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,15,4,2,25,10,8,16,18,23,0
MEG_7316/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,81,138,100,136,145,92,109,69,285,131
MEG_3010/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,10,0,0,0,0,8,6,0,0
MEG_8230/Drugs/Lipopeptides/Colistin_resistant_mutant/LPSA,0,0,0,0,0,0,12,14,0,0
MEG_2692/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,0,0,0,4,0,0,0,0,0,0
MEG_7236/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,18,18,16,26,50,26,14,12,22,34
MEG_7328/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/UGD,0,0,28,0,0,0,0,0,0,0
MEG_3380/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,10,0,0
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,130,160,116,178,179,105,98,70,290,180
MEG_7145/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,125,228,98,221,207,138,156,71,379,258
MEG_1114/Drugs/Multi_drug_resistance/MDR_regulator/ARLR,0,0,0,0,0,0,0,10,0,0
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,4,19,8,7,5,4,8,6,4,5
MEG_6998/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TET44,0,0,0,18,0,0,0,0,0,0
MEG_6093/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1238,1456,1170,1742,1588,874,753,566,1541,1219
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,0,60,46,32,0,0,18,0,36,0
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,81,8,68,222,156,29,98,120,52,52
MEG_7158/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,5,2,4,0,0,0,0,10,0
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,66,120,68,64,102,0,0,58,0,29
MEG_101/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,4,0,0,1,0,0,0
MEG_2430/Drugs/betalactams/Class_A_betalactamases/CTX,7,0,0,13,0,0,0,0,0,0
MEG_4070/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,44,0,0,0
MEG_7531/Drugs/Glycopeptides/VanG_type_resistance_protein/VANTG,0,0,0,0,0,0,44,0,0,0
MEG_7842/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/YOGI,2,0,0,10,0,0,0,0,4,0
MEG_6531/Biocides/Multi_biocide_resistance/Multi_biocide_MFS_efflux_pump/SMFY,0,0,0,0,0,0,6,0,0,0
MEG_7027/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,16,0,0
MEG_3223/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,21,0,0
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,18,8,0,0,10,12,0,0
MEG_3977/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,11530,14305,16166,18002,19892,9472,10964,8515,28267,15214
MEG_1485/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADC,0,90,62,42,52,32,52,50,30,30
MEG_6627/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,35,13,20,30,22,24,8,35,18,7
MEG_1743/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMED,0,0,0,0,0,0,40,0,0,0
MEG_2702/Biocides/Acid_resistance/Acid_resistance_protein/EEFX,0,0,0,0,0,4,2,0,0,0
MEG_8014/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATT,0,0,0,0,0,0,18,0,0,0
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3876/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,8,0,0,0
MEG_2058/Metals/Copper_resistance/Copper_resistance_protein/COPG,0,0,14,0,0,0,0,0,0,0
MEG_2478/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZNC,0,0,0,0,0,0,30,0,0,0
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,3,25,12,16,9,6,10,13,17,10
MEG_3948/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,0,0,0,0,0,26,0,0,0,0
MEG_3068/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSC,24,0,42,0,0,0,50,66,0,0
MEG_3198/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,90,0
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,158,197,165,227,230,139,155,120,350,200
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,61,9,38,172,125,17,71,78,41,34
MEG_5365/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,20,57,0,0,0,12,0,0
MEG_6158/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,14,0,0,0,12,0,0,0
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,50,44,42,0,0,0,0,0,0
MEG_5854/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACL,0,0,12,0,0,0,0,4,0,0
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,0,130,0,0,0,0,0,0,56,0
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,12,0,0,0,0,0,6,0
MEG_3027/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,0,0,0,0,0,0,0,6
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,2,0,0,0,0,0,0,0
MEG_7164/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,0,4,0,4,0,0,10,4,5
MEG_5787/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/PITA,0,0,40,40,0,53,0,0,0,0
MEG_3994/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1369,1909,1837,2009,2270,1562,1290,1262,2326,1766
MEG_3760/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,0,0,6,0,0,0,0,0,0
MEG_5887/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,0,0,2,0
MEG_7307/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,353,739,454,518,612,238,428,261,759,257
MEG_733/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/AMVA,0,0,52,0,0,0,0,0,0,0
MEG_7515/Drugs/Glycopeptides/VanM_type_regulator/VANSM,0,0,0,0,0,0,42,0,0,0
MEG_2796/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,2,0,0,0,0,2,0
MEG_7020/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,18,0,0,5,4,0,0,0,0
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,0,24,0,15,0,0,0,0,46,0
MEG_3203/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,232,297,294,327,429,219,237,161,597,337
