gene_accession,HBB04e_t2_M_BC,HBB05e_t2_M_BC,HBB03e_t2_M_BC,HBB04u_t2_M_BC,HBB03u_t2_M_BC,HBB02u_t2_M_BC,HBB02e_t2_M_BC,HBB01u_t2_M_BC,HBB01e_t2_M_BC,HBB05u_t2_M_BC
MEG_6156/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALA,176,0,110,110,170,110,60,124,166,144
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,12,0,0,0,0,0,0,0,18,0
MEG_1211/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,27,6,0,0,0,6,0,16,0
MEG_3255/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,1,4,0,0,0,0,0,0,0,0
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,79,0,0,114,0,0,0,0,0
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,0,0,0,0,44,0,0,0,0,0
MEG_3804/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,4,0,4,0,0,0,0,0,0
MEG_1154/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,6,0,0,0,0,0,0,0
MEG_7317/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,440,397,211,233,334,456,234,313,676,433
MEG_3011/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,6,0,0,0,0,6,0,0,0,0
MEG_6535/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMRA,36,0,0,0,8,0,0,50,0,18
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,2,0,0,0,0,0,0,0,0,0
MEG_7061/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,14,67,0,4,0,39,7,0,0,2
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,6,0,8,0,0,0,2,2,4
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,763,1000,492,1336,665,736,512,557,589,1354
MEG_7147/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,6,0,0,0,0,6,10,0,22
MEG_2120/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,8,4,0,1,0,0,0,0,0,0
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,0,6
MEG_3235/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,253
MEG_7487/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,32,0,0,0,0,0,42
MEG_2452/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSR,14,4,6,0,0,12,6,26,27,0
MEG_1171/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,0,0,0,0,4,0,0
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,217,90,0,0,0,170,0,124,114,231
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,18,11,22,5,10,10,6,7,24
MEG_2887/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/FARR,10,0,0,0,0,0,0,0,0,0
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,30,47,0,32,23,20,27,0,34,14
MEG_6175/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,88,60,0,0,68,0,0,0,147,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,3,0,0,0,0,0,0,0,0,0
MEG_2724/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,22,14,10,22,33,21,26,0,51,0
MEG_1118/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,0,0,0,0,0,56,0,0,0,0
MEG_2011/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CNRH,0,0,0,0,0,0,0,0,0,10
MEG_2114/Drugs/Phenicol/Chloramphenicol_phosphotransferase/CPT,20,0,0,0,0,28,0,0,0,0
MEG_6726/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7471/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,60,0,0,34,0,0,24,22,58
MEG_7102/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,0,0,0,0,0,0,0,46,0
MEG_2043/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPBM,0,0,0,338,0,0,0,0,140,324
MEG_8247/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/MEXC1,0,0,0,0,0,0,0,0,0,162
MEG_6931/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_2830/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,0,0,0,0,0,0,20,0,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,117,53,29,94,27,34,28,26,46,128
MEG_7246/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,11,0,5,0,0,0,0,0,6,18
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,18,0,0,0,0,0,0,0,0,0
MEG_2119/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,20,0,0,0,0,0,0,0,0,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,30,0,0,0,0,26,0,0,0,42
MEG_5801/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/PMRF,20,0,0,16,0,0,0,0,0,0
MEG_6861/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,213,127,135,145,183,156,123,173,144,220
MEG_7213/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,35,26,4,36,12,4,16,4,0,29
MEG_3193/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,105,0,0,0,0,0,0,0,83,0
MEG_503/Metals/Copper_resistance/Copper_resistance_protein/ACTPC,0,0,0,0,120,0,0,0,0,0
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,13,10,36,14,22,13,8,13,43
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,42,42,46,0,20,64,28,85,150,0
MEG_2723/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,0,32,0,0,0,42,0,0
MEG_7824/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEB,104,93,105,56,66,105,66,189,132,159
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,14,0,0,0,0,0,0,0,0,0
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,167,111,43,171,15,48,65,45,44,179
MEG_4515/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,16,0,0,0,0,0,0,40
MEG_1237/Drugs/betalactams/Class_A_betalactamases/BLA1,0,22,10,0,0,0,0,0,0,0
MEG_7474/Drugs/Glycopeptides/VanC-type_regulator/VANRC,36,18,0,26,0,30,0,0,0,24
MEG_5273/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,12,24,0,0,0,38
MEG_3170/Drugs/betalactams/Class_B_betalactamases/GRD,0,0,0,0,0,0,0,40,0,14
MEG_8645/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,58,0,0,0,0,0,0
MEG_2479/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZRA,0,0,0,54,0,0,70,0,54,0
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,20,17,2,4,4,9,0,6,4,27
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,238,423,104,554,216,250,168,141,173,331
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,68,68,17,81,44,12,28,22,22,54
MEG_1191/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,28,31,33,43,35,51,22,52,71,0
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,2,2,0,2,0,0,0,4,0,0
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,0,0,14,38,0,58,0,32
MEG_8647/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,44,0,54,0,0,0,0,0
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,38,37,21,54,14,17,14,11,26,48
MEG_4303/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OPRZ,0,0,0,0,20,0,0,0,0,0
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,91,64,21,67,18,22,32,27,38,119
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,448,455,252,519,455,486,367,426,416,691
MEG_3985/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,596,299,301,396,282,551,314,519,320,639
MEG_2038/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,0,0,0,4,0
MEG_4122/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_regulator/NCRB,0,0,0,0,0,8,0,12,0,0
MEG_7313/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,211,594,143,900,209,234,163,171,194,691
MEG_2784/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,0,0,0,0,0,0,18
MEG_4061/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/MSBA,65,46,0,0,43,0,0,0,95,0
MEG_6549/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,4,3,6,10,4,7,3,1,52,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,88,194,72,124,0,142,0,86,70,198
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,10,6,13,0,14,0,0,0,29,0
MEG_2453/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSS,23,12,0,6,0,0,0,0,0,0
MEG_6566/Drugs/betalactams/Class_C_betalactamases/SRT,10,0,0,0,0,0,0,0,0,0
MEG_2796/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,19,0,12,2,0,0,0,10,11
MEG_6144/Drugs/Aminoglycosides/Aminoglycoside-resistant_30S_ribosomal_protein_S12/RPSL/RequiresSNPConfirmation,182,83,94,128,98,108,96,115,105,200
MEG_3285/Metals/Nickel_resistance/Nickel_resistance_protein/HUPN,0,0,0,0,0,6,0,0,0,0
MEG_6691/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,10
MEG_7690/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAE,0,0,0,0,0,18,0,0,0,0
MEG_4209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,72,0,32,0,0,54,0
MEG_6822/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_3750/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,35,33,69,48,31,48,19,27,448,0
MEG_2898/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,46,136,56,86,0,94,0,0,0,0
MEG_3441/Drugs/betalactams/Class_B_betalactamases/JOHN,0,0,0,0,0,10,0,10,0,0
MEG_342/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,24,16,0
MEG_6881/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6521/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,6,0,0,0,0,0,0
MEG_4006/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,2,0,0,0,0,0,0,0,0,4
MEG_2071/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,26,30,0,0
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,2,0,0,0,0,0
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,12,0,0,0,0,0,0,0,0,0
MEG_2671/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,2,0,0,0,0,0,0,0,0,0
MEG_3889/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR2,0,0,0,8,0,0,4,0,0,0
MEG_1175/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,4,0,4,0,0,0,0,12,12,0
MEG_4046/Drugs/MLS/Macrolide_phosphotransferases/MPHH,0,0,22,0,0,22,0,0,2,0
MEG_1180/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,44,0,0,29,0,0,0,0,0,0
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,3,0,15,11,22,32,14,0,121,8
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,14,0,0,0,0,0,0,0,0,0
MEG_7311/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,50,24,26,41,23,0,17,0,41,68
MEG_7320/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,63,41,24,20,33,32,27,89,22,76
MEG_3077/Biocides/Acid_resistance/Acid_resistance_protein/GADA,2,0,0,0,0,0,0,0,0,0
MEG_7483/Drugs/Glycopeptides/VanL-type_regulator/VANRL,0,0,0,6,0,0,0,0,0,0
MEG_7409/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,0,0,0,24,0,0,0,0,0,0
MEG_1059/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,22,0,0
MEG_1202/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,0,0,0,0,0,18
MEG_8710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4206/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,10,0,10,0,0,0,6,0,0,0
MEG_6882/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,6
MEG_7141/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,53,30,24,62,14,12,15,15,23,60
MEG_5149/Drugs/betalactams/Class_D_betalactamases/OXA,28,0,26,0,0,0,0,0,0,0
MEG_6157/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,2,0,0,0,0,0,0,0
MEG_2690/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,0,4,0,0,0,6,0,0,12,0
MEG_3746/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,240,6,0,106,0,0,0,0,0,0
MEG_1195/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,11,0,0,0,0,0,0,0,0,0
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,6,0,0,0,0,0,0,0
MEG_1591/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,42,0,0,0,0,0,40,0,0,38
MEG_2378/Drugs/betalactams/Class_A_betalactamases/CTX,17,8,1122,68,511,395,263,193,123,0
MEG_6876/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,8
MEG_4211/Drugs/Multi-drug_resistance/Multi-drug_MFS_efflux_pumps/NORBD,0,0,88,0,0,0,0,130,0,284
MEG_6904/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,10
MEG_7113/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,11,15,18,9,16,0,6,0,0,5
MEG_7412/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,0,0,10,12,0,0,0,0,0,0
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,24,36,0,0,88,0,58,0,108,140
MEG_5332/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,63,74,48,35,42,42,0,64,51,38
MEG_8063/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,0,14
MEG_7854/Metals/Zinc_resistance/Zinc_resistance_regulator/ZNTR,6,0,0,0,0,0,0,0,0,0
MEG_7868/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,2,0,0,0,0,0,0,0,0,0
MEG_7042/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,500,355,271,307,354,348,237,325,373,444
MEG_5375/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,937,674,780,884,1155,1073,876,891,1163,1298
MEG_6980/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET37,0,0,8,0,0,0,0,0,0,0
MEG_2439/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CUEA,112,0,102,98,0,0,0,128,0,198
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,32,0,0,0,0,0,0,0,0,0
MEG_2/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,8712,7150,6273,8167,7652,7966,5941,7526,10175,9218
MEG_7181/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,9,0,0,0,0,0,0,0,0
MEG_2779/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,14,0,0,0,22,0,20,16,0
MEG_2632/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,10,0,0,0,0,0,0,0,0,0
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin-resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,333,198,114,163,156,323,176,201,180,258
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,66,62,10,22,32,24,23,44,94,68
MEG_6558/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SRMB,201,0,119,0,156,187,0,141,0,0
MEG_2992/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,42,60,44,28,0,38
MEG_3186/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,39,0,27,0,0,0,21
MEG_7216/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,96,47,24,98,22,18,18,46,2,37
MEG_1491/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/CARA,156,0,0,0,0,186,0,170,0,238
MEG_2449/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,10,0,0,0,0,0,0,0,0,0
MEG_7688/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAB,162,0,0,0,0,0,0,0,0,106
MEG_6163/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,4,0,0,0,0,0,0,0
MEG_1209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,4,0,0,0,6,0,16,0
MEG_2793/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,30,55,4,20,14,0,0,0,8,34
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,40,35,17,35,14,7,9,10,13,43
MEG_8080/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/EPTB,6,0,0,16,0,0,0,6,132,0
MEG_4348/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,3,0,0,0,0,0,0,0,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,103,76,25,101,12,32,41,52,33,127
MEG_1161/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,2,0,0,0,0,0,0,0,0,0
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,178,0,0,0,72,110,46,158,0,0
MEG_6704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_6712/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_3612/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUE,14,0,0,0,0,0,0,0,0,0
MEG_2083/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,0,0,0,4,0,0,0,0,0,0
MEG_3993/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,648,337,364,525,487,648,332,513,361,746
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,70,0,72,0,0,142,0,130,220,128
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,28,26,0,40,24,0,28,0,0
MEG_2860/Drugs/MLS/23S_rRNA_methyltransferases/ERMX,0,0,0,2,0,0,0,0,0,0
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,19,27,9,22,16,16,15,217,0
MEG_6630/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,14,15,14,70,31,8,14,12,4,11
MEG_2085/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,2,9,10,6,6,0,4,4,74,0
MEG_8101/Drugs/Metronidazole/fxr_nitroimidazole_reductase/FXRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,14
MEG_2112/Drugs/betalactams/Class_B_betalactamases/CPS,0,0,0,0,0,0,0,36,0,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,377,254,249,436,299,385,296,265,390,526
MEG_6093/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1865,928,766,1433,1022,1673,923,1293,1065,2444
MEG_6050/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/RCNR,0,1,0,0,0,0,0,0,0,0
MEG_2443/Metals/Copper_resistance/Copper_resistance_regulator/CUER,8,6,0,1,0,0,0,0,0,0
MEG_3897/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,2,0
MEG_7117/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,35,41,9,47,5,17,8,10,11,24
MEG_5783/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,1,2,4,0,0,10,0,0,45,0
MEG_8418/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,20,22,0,0,0,0
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,21,12,12,56,16,17,16,6,7,38
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,185,122,125,151,124,198,102,131,151,255
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,0,0,0,98
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,8,6,4,9,0,2,0,4,2,4
MEG_4165/Metals/Cobalt_resistance/Cobalt_transporting_ATPase/NHLF,0,0,0,0,0,72,0,0,0,0
MEG_5782/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/PHOB/RequiresSNPConfirmation,3,4,8,6,4,12,10,0,44,6
MEG_8433/Drugs/betalactams/Class_D_betalactamases/OXA,0,32,0,0,0,0,0,0,0,0
MEG_6855/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_8649/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,22,40,0,0,8,20,0,0,0,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,8,4,10,2,4,6,12,2,4,21
MEG_7825/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEC,106,102,108,106,174,138,140,154,264,296
MEG_6999/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET45,0,0,0,0,0,0,0,70,0,0
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,11,73,0,5,0,34,12,0,0,0
MEG_7207/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,0,0,0,0,0,0,0,0,0
MEG_6941/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,63,0,82,18,24,0,0,0,42
MEG_7300/Drugs/betalactams/Class_B_betalactamases/TTU,0,0,0,0,0,10,0,0,0,0
MEG_277/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,18,0,0,0,0,8,0,0,18,34
MEG_2940/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,32,0,52,0,0
MEG_3294/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/IDER,0,0,0,0,0,8,0,0,0,0
MEG_6664/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,72,0,80,59,64,120,0,110,80,130
MEG_4194/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMJ,0,0,0,0,0,0,0,0,0,34
MEG_6808/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_1245/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,0,0,0,18,0,0
MEG_1563/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,4,0,0,0,0,0
