gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_505/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_regulator/ACTS,0,0,0,0,0,0,0,0,0,18
MEG_4164/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,0,0,0,0,0,10,22,0,7,58
MEG_3618/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUF,0,0,0,0,0,0,0,0,0,2
MEG_2517/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,0,2
MEG_6501/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,34,10,0,0,8,0,0,0
MEG_4210/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORB,0,0,0,0,0,0,0,0,58,0
MEG_6015/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRE,0,0,0,0,0,0,0,0,6,0
MEG_7341/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,2,0,0,0,0,0,0,0,0,0
MEG_6717/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,1,1,0,0,2,0,2,0,20
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,5,5,12,0,0,16,0,10,38
MEG_12/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,299,244,279,229,373,442,218,488,399,886
MEG_5813/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTA,0,9,6,22,14,32,71,0,62,82
MEG_4004/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,0,0,0,0,0,0,2,0,7,2
MEG_3967/Drugs/betalactams/Class_C_betalactamases/MIR,0,0,0,0,0,0,0,0,2,0
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,6,8,0,8,16,0,10,0,14,9
MEG_2440/Metals/Copper_resistance/Copper_resistance_protein/CUEO,0,23,56,0,0,143,69,0,88,109
MEG_1152/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,20,0
MEG_8146/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,18,0,30,0,0,28,31,0,26,60
MEG_1280/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,3,0,0,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,56,74,76,50,62,156,0,94,66,0
MEG_7511/Drugs/Glycopeptides/VanE-type_regulator/VANSE,0,0,40,0,0,0,0,0,42,0
MEG_6790/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_3175/Drugs/Lipopeptides/Daptomycin-resistant_mutant/GSHF/RequiresSNPConfirmation,314,92,150,56,0,238,0,336,104,0
MEG_6507/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,0,0,0,24,0,0,60,0,0,0
MEG_782/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,1,0,0
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,24,0,0,0,0,0
MEG_1161/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,0,0,0,0,2,0,0,0,4
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,4,0,0
MEG_3282/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,0,0,0,0,24,0
MEG_6504/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILF,0,0,4,0,0,0,0,0,0,0
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,2,0,0,2,0,2,4,0,0
MEG_6962/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERZ,0,0,28,0,14,0,0,0,0,43
MEG_250/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,12,0,0,0,0
MEG_2700/Drugs/Cationic_antimicrobial_peptides/Edeine_acetyltransferase/EDEQ,44,0,0,0,20,0,0,0,38,0
MEG_1560/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,0,8
MEG_854/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,4,0,0,0,0,0,0,0,0
MEG_7817/Biocides/Paraquat_resistance/Paraquat_efflux_pump/YDDG,0,0,0,0,0,0,28,0,50,0
MEG_6108/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,370,198,254,214,177,599,196,274,332,451
MEG_153/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,1,0
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,15751,12925,11561,10037,8094,18367,8413,28938,10019,22131
MEG_404/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,60,54,68,51,0,156,110,0,56,177
MEG_7212/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,32,18,6,25,6,29,20,72,20,34
MEG_7250/Drugs/Mycobacterium_tuberculosis-specific_Drug/Para-aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,72,81,159,55,120,178,66,158,88,323
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,4,0,0,0,0,0,0,7,10,0
MEG_6629/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,20,18,21,19,3,6,20,19,32,10
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,5,0,6,0,0,4,0,11,4,7
MEG_4347/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,10,0,0,0,0,19,0,0,0
MEG_6145/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSA/RequiresSNPConfirmation,1362,1352,1626,1002,1359,2001,1032,2662,1354,3180
MEG_5344/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,20,19,0,0,0,0,0,27,0
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,70,32,48,30,65,71,74,54,67,182
MEG_8092/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSM,0,0,0,0,0,0,0,0,8,0
MEG_6690/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2985/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,1,0,0,0,0,0,0,0,0
MEG_1579/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,10,0,3,0,0
MEG_5799/Multi-compound/Drug_and_metal_resistance/Drug_and_metal_MFS_efflux_pumps/PMRBM,0,0,20,0,0,0,0,0,36,0
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,11,0,0,0,0,20,0,30,24,12
MEG_2715/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/EMHA,0,0,0,0,0,0,0,0,24,0
MEG_6630/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,14,10,18,11,11,0,16,27,20,1
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,226,126,120,0,0,179,0,160,186,184
MEG_7026/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,0,4,7,0,0,0,8,8,10
MEG_3239/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,130,0
MEG_2681/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,1,0,6,0
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,5,5,8,4,0,0,36,0,41,51
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,34,0,37,19,0,40,0,39,28,39
MEG_8647/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,0,0,0,0,0,0,86,0
MEG_5774/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PFR,0,0,0,0,0,0,0,0,38,0
MEG_6954/Drugs/betalactams/Class_A_betalactamases/TER,0,0,0,0,0,25,0,0,0,0
MEG_2626/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,8,10
MEG_2026/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,66,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,10
MEG_3999/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTP,0,0,6,0,0,0,8,2,4,6
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,0,0,6,0,1,0,0,0
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,100,56,64,0,0,109,0,0,67,48
MEG_1641/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,0,30,0
MEG_6066/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/RMTC,0,0,0,0,0,0,0,0,30,0
MEG_4097/Drugs/Glycopeptides/Vancomycin-resistant_mutation/MURG/RequiresSNPConfirmation,0,0,20,0,0,0,0,0,30,24
MEG_7138/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,16,10,8,12,0,8,0,44,6,16
MEG_8674/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB,803,904,1548,678,1324,1795,967,2058,1380,3199
MEG_7409/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,42,0,0,0,0,10,0,0,0,0
MEG_943/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,0,0,0
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,83,122,229,105,176,201,122,278,183,405
MEG_6679/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3619/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUF,0,0,0,0,0,0,0,0,0,12
MEG_7142/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,68,47,25,40,7,51,30,191,4,40
MEG_291/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,10,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,4,0,2,0,0,0,0,0,2,2
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,2
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,19,18,34,0,16,15,43,33,21,66
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,0,29,0,0,56,50,54,0,28
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,22,34,34,36,0,54,18,93,58,34
MEG_6693/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,0,0,0,0,0,0,0,0
MEG_2867/Biocides/Acid_resistance/Acid_resistance_regulator/EVGA,0,0,0,0,0,0,6,0,18,7
MEG_767/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,1,0,2
MEG_8723/Drugs/Pleuromutilin/Pleuromutilin-resistant_23S_rRNA_mutation/UL3/RequiresSNPConfirmation,0,0,0,0,0,0,16,0,0,0
MEG_3739/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,10,0,18,0
MEG_3979/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1139,1086,944,838,701,1252,866,1958,793,1975
MEG_4667/Drugs/betalactams/Class_D_betalactamases/OXA,78,52,56,0,0,0,0,0,36,48
MEG_6964/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,6150,6186,6418,4797,4926,9440,4561,13444,5634,13768
MEG_1000/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,20,0,0,0,0,26
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,90,93,66,117,90,107,71,127,68,122
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,0,0,0,0,0,32,16,0,10,13
MEG_1739/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEB,0,0,0,0,0,0,0,0,80,0
MEG_6511/Drugs/betalactams/Class_B_betalactamases/SIM,0,0,0,0,0,0,0,0,14,0
MEG_7845/Metals/Zinc_resistance/Zinc_resistance_protein/ZEVA,0,0,0,0,0,0,0,0,8,0
MEG_2804/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,4,0,5,0,0,4,6,0,0
MEG_3195/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,137,0,0,0,0,0,0,0,0,0
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,64,0,68,0,0,0,50,0,114,0
MEG_10/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1148,816,856,790,670,910,602,1252,896,1317
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,8,6,0,6,0,13,3,10,0,0
MEG_4008/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,0,0,0,0,0,6,0,9,10
MEG_3764/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,0,0,0,0,0,0,24,0,30,37
MEG_2944/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,12,0,0,0,24,18,0,34,35
MEG_6689/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1072/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,20,0
MEG_7305/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,151,238,389,157,327,418,258,415,298,675
MEG_6913/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_380/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,4,0,0,0,0,0,0
MEG_5402/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,0,0,0,0,0,0,0,42,0
MEG_7606/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,12,0,0,0,0,16,0,86,16,0
MEG_6532/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/SMR,0,0,0,0,0,6,0,0,0,0
MEG_3604/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,6,0,0,0,0,0,0,34
MEG_411/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,0,0,11,0,7,11
MEG_1107/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/ARIR,0,0,8,0,0,0,1,0,0,4
MEG_1068/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,0,0,0,16,0
MEG_8075/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,0,0,0,0,0,0,18,0
MEG_6628/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,9,20,31,12,7,4,14,21,26,6
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,2,0,4,0,17,0,4,0,0
MEG_2132/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,115,65,177,55,112,175,87,194,147,291
MEG_7484/Drugs/Glycopeptides/VanN-type_regulator/VANRN,0,0,0,0,0,0,0,0,16,0
MEG_727/Drugs/betalactams/Class_C_betalactamases/AMPC,0,0,0,0,0,0,0,0,76,0
MEG_3803/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,10,0,0,6,0,0,6,0
MEG_7813/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YCHH,0,0,0,2,0,0,1,0,7,18
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,42,0,0,18,0,31,17,44,15,50
MEG_2920/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,4
MEG_2036/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,0,0,0,20,0
MEG_3876/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,6,0,0,0,0,0,0,0
MEG_6771/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_24/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,0,0,0,0,0,0,12,0
MEG_2882/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,18,0,0,0,14,14
MEG_2674/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,2,0,0,2,0,0,8
MEG_3894/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,22,0
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,26,0,17,0,0,38,0,32,25,27
MEG_6801/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_6107/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,289,162,329,78,188,154,127,164,254,449
MEG_409/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,70,0,0,0,0,54,64,0,39,92
MEG_3621/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUP,36,0,0,16,0,0,124,64,50,0
MEG_705/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,0,28,0,0,20,0,30,0
MEG_7176/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,0,2,0,0,0
MEG_6044/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMA,0,2,0,0,0,0,0,0,0,0
MEG_473/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,0,2
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,9,8,18,3,13,0,33,6,5
MEG_6892/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,3987,3038,4242,3088,3401,4910,2662,5291,3964,7568
MEG_935/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,60,0
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,0,0,0,13,4,0,4,1
MEG_6577/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,0,0,2,2,0,0,3,0,4,6
MEG_5377/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,120,0,0,177,0,0,0,163
MEG_6121/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,333,209,278,205,210,267,164,280,212,342
MEG_3835/Drugs/Multi-drug_resistance/Multi-drug_MATE_efflux_pump/MEPB,0,44,0,72,0,104,0,54,114,0
MEG_7029/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,0,0,2,0,4,0,2,0,11
MEG_2568/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRB,8,0,0,0,0,0,0,0,0,8
MEG_1289/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,0,0,0,0,0,4,0
MEG_7555/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,0,0,0,0,0,0,0,0,0,52
MEG_6136/Drugs/Multi-drug_resistance/MDR_mutation/MRPOB/RequiresSNPConfirmation,138,95,115,95,82,146,74,151,110,173
MEG_6527/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,46,0,70,0
MEG_7853/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZNTA,0,32,0,0,0,0,56,20,75,132
MEG_963/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,1,0,0,0,0,0,0,0,0
MEG_7531/Drugs/Glycopeptides/VanG-type_resistance_protein/VANTG,0,0,0,0,0,0,0,0,100,0
MEG_3919/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXN,0,0,0,0,0,87,97,0,80,166
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,0,0,14,0,30,14,12,0
MEG_3747/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,68,52,54,30,0,199,122,0,107,190
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,94,52,88,53,54,125,84,145,115,88
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,0,0,6,0,0,0,7,0,37,0
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,0,2,0,0,0,0,14,0,21,9
MEG_2069/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,0,0,0,0,8,0,0,0
MEG_7245/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,0,69,67,14,0,57,46,10,0,8
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,74,61,11,45,10,25,34,153,12,39
MEG_8251/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2068,1213,2353,868,1652,1581,912,1688,1953,2726
MEG_772/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,2,0,0
MEG_6596/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_6780/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_1179/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,0,52,0,54,0,57,54
MEG_6786/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2847/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,50,45,12,25,0,30,8,31,14,0
MEG_3295/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES,671,695,1402,597,1214,1713,866,1670,1194,2822
MEG_8710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_7028/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,7,6,10,0,12,14,10
MEG_6669/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1063/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-PRIME,0,0,0,0,0,40,0,0,214,0
MEG_1217/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,0,0,0,0,10,0
MEG_309/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,12,0,16,0,0,0,0,0,0,0
MEG_7498/Drugs/Glycopeptides/VanC-type_regulator/VANSC,0,0,0,62,0,0,0,0,58,78
MEG_6626/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,26,24,25,13,4,9,6,30,17,3
MEG_7257/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TLRCM,0,82,161,0,151,220,124,0,153,301
MEG_2446/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSA,0,0,33,0,0,0,79,0,59,90
MEG_8065/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,10,0,0,0,6,0,12,0,0
MEG_1211/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,13,4,0,16,17
MEG_6942/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2450/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSC,0,0,0,0,0,0,8,0,4,8
MEG_7472/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,22,40,22,60,0,60,44,48,0
MEG_2738/Drugs/MLS/23S_rRNA_methyltransferases/EMTA,0,0,0,0,0,0,0,0,0,28
MEG_2940/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,46,0,0,46,0
MEG_6120/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,310,0,261,233,0,354,0,414,243,385
MEG_3323/Drugs/betalactams/Class_B_betalactamases/IMP,28,0,12,0,0,18,0,0,12,12
MEG_3994/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,2614,1872,1937,1730,2962,2268,1852,2249,2150,6265
MEG_4000/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTR,0,0,0,0,0,24,2,0,6,8
