gene_accession,CAS05u_t2_M_AB,CAS04e_t2_M_AB,CAS01e_t2_M_AB,CAS03u_t2_M_AB,CAS02e_t2_M_AB,CAS04u_t2_M_AB,CAS03e_t2_M_AB,CAS05e_t2_M_AB,CAS01u_t2_M_AB,CAS02u_t2_M_AB
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,2,0,0,0,5,2
MEG_4004/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,4,0,0,0,0,0,10,0,0,0
MEG_2623/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,6
MEG_3252/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/HASF,0,24,0,0,57,0,52,91,0,43
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,141,234,140,198,340,168,306,262,244,289
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,2,1,0,0
MEG_4363/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,4,0,0
MEG_2691/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,0,2,0,0,6,0,9,23,0,0
MEG_2724/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,25,12,17,27,16,24,65,64,38,0
MEG_2793/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,14,4,10,4,2,0,10,15,6
MEG_3662/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,2,0,0,0,5,0,2,4,0,0
MEG_3663/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,10,0,1,0,0,2,3,0,2
MEG_4125/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_pumps/NCRC,0,0,0,0,0,0,15,0,0,0
MEG_2617/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,8
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,4,2,12,4,8,8,4,6,8
MEG_7002/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET49,0,0,0,0,0,0,0,0,0,34
MEG_3760/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,0,0,0,10,0,0,37,0,0
MEG_6867/Drugs/betalactams/Class_A_betalactamases/TEM,14,32,0,0,3,18,18,0,44,0
MEG_968/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_6938/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,0,0
MEG_503/Metals/Copper_resistance/Copper_resistance_protein/ACTPC,0,0,0,0,0,0,0,230,244,0
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,124,0,99,98,0,74,63,99,0
MEG_6153/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/RUVB,0,10,0,7,0,0,0,0,0,0
MEG_6862/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2133/Drugs/Fluoroquinolones/Fluoroquinolone_resistance_phosphotransferase/CRPP,0,0,0,0,0,0,0,2,0,0
MEG_1282/Drugs/betalactams/Class_C_betalactamases/BLAEC,2,0,0,0,0,0,0,0,0,0
MEG_4364/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,11,0,0
MEG_6686/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_2662/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,0,0,0,0,0,12
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,254,375,113,241,290,218,270,173,317,260
MEG_3207/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,29,0,0
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,94,0,0,0,0,156,132
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,0,0,18,14,0,0,12,20
MEG_2685/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,2,0,0
MEG_4738/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,2,0,0,0,0,0,0
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,18,4,10,4,12,6,14,14,10,12
MEG_7585/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,0,12,0,0,0,0,0,0,0,0
MEG_4326/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,6,0,0,10,0,0
MEG_2089/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,16,31,20,0,53,24,40,29,20,30
MEG_7996/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,0,0,0,16,0
MEG_2998/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,10,35,72,12
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,26,73,55,21,55,62,75,67,39,38
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,32,65,0,84,0,0,74,84,0,0
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan-resistant_mutation/FABG/RequiresSNPConfirmation,26,56,51,46,53,44,158,84,53,72
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,67,50,51,56,67,49,55,55,77,35
MEG_6746/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_88/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,30,18
MEG_1179/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,0,0,0,0,87,19,0
MEG_4164/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,16,0,0,0,0,0,28,47,0,0
MEG_3831/Drugs/Lipopeptides/Lysocin-resistant_mutant/MENA/RequiresSNPConfirmation,0,0,0,0,37,0,0,0,0,32
MEG_4366/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,8,0,0
MEG_8253/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,569,751,587,474,1035,1205,969,871,838,828
MEG_3239/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,110,0,0,0,0,198,0,0,175,0
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,3,15,0,10,0,98,29,30,0
MEG_7316/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,101,174,65,105,183,113,174,168,141,184
MEG_5784/Drugs/Lipopeptides/Colistin-resistant_mutant/PHOP/RequiresSNPConfirmation,22,0,0,42,0,26,0,19,0,0
MEG_6628/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,18,8,7,4,6,23,21,26,24
MEG_1412/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,24,0,0,0,20,0
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,185,103,136,147,192,237,115,202,217,185
MEG_7817/Biocides/Paraquat_resistance/Paraquat_efflux_pump/YDDG,43,0,0,0,0,0,44,0,0,0
MEG_6106/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,843,517,244,572,634,520,615,568,742,465
MEG_6545/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,8,0,0,6,0,35,75,0,24
MEG_364/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,29
MEG_194/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,8,6,0,0,8,28,12
MEG_406/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,33,21,0,0,42,30,101,66,29,20
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,16,55,57,50,144,47,28,63,35,24
MEG_6720/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_5825/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,0,0,4,0,0,0
MEG_6516/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITD,0,0,0,0,0,0,0,43,56,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,137,207,123,69,105,140,250,192,147,165
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,0,3,0,0,1,6,2
MEG_4127/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_regulator/NCRY,0,0,0,0,0,0,0,2,0,0
MEG_6780/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_342/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,10,0,0,0,0,0,0
MEG_1086/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,11,9,12,3,26,30,3,14,34,94
MEG_6716/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_702/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,36,0,0,0,0,0,32
MEG_3985/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,414,224,363,342,498,555,354,592,592,505
MEG_6655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,18,0,0,0,0,0,35,16,0,6
MEG_3008/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,6,0,0,0,0
MEG_5341/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,98,102,71,65,90,100,103,135,126,121
MEG_6634/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,12,12,8,4,16,13,26,34,25,23
MEG_6524/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,8,0,0
MEG_1174/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,0,0,0,0,0,0,6
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,104,112,150,122,124,90,0,159,112
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,0,0,0,0,0,2,9,0,0,2
MEG_2632/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,6,0,0,0,0,8,0
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,130,78,66,92,93,92,272,206,87,73
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,13,16,0,0,15,16,4,9,16,31
MEG_1119/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,0,0,36,0,50,0,54,0,0,0
MEG_2045/Metals/Copper_resistance/Copper_resistance_protein/COPC,0,0,0,0,0,0,0,0,32,0
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,0,18,0,0,0,19,26,0,122
MEG_6546/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,0,0,0,41,46,0,60,0,40
MEG_400/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,34,27,80,0,0,89,121,87,73,25
MEG_6046/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,0,0,0,12,0,0,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,8,10,7,4,5,0,8,11,3
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,32,0,0,0,0,0,29,25,0,0
MEG_2447/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSB,8,0,0,0,0,0,44,38,0,0
MEG_3803/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,0,0,0,0,4,6
MEG_701/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,10,0,0,0,0,0,26
MEG_6811/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,14,10,0,0,0,0,0,0,0,0
MEG_6847/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,0
MEG_6859/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,2,0,0,0,2,0
MEG_6707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_1486/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADD,0,0,24,0,38,0,0,0,48,60
MEG_3751/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTE,0,0,0,2,0,0,74,29,0,0
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,306,213,170,238,261,285,265,359,424,240
MEG_8634/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,5,0,0,0,9,0,38,15,0,0
MEG_685/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEH,0,0,0,0,46,0,0,0,0,0
MEG_2985/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,3,14,0,0
MEG_6105/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,319,256,160,321,306,248,273,247,304,333
MEG_399/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,15,0,0,0,20,0,59,32,0,0
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,139,241,115,137,181,226,206,112,235,191
MEG_2670/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/DRRA,0,0,0,0,19,0,0,0,0,0
MEG_3186/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,48,0
MEG_6683/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6955/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERB,0,0,0,0,0,0,0,8,0,0
MEG_1992/Drugs/betalactams/Class_C_betalactamases/CMY,4,0,0,0,0,0,19,31,0,0
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2606/Drugs/betalactams/Class_C_betalactamases/DHA,0,0,0,0,0,0,6,0,0,0
MEG_1155/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,0,0,0,0,6,0
MEG_961/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_6825/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,4,0
MEG_4279/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,4,0,0,0,6,0,14,11,4,4
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,16,13,26,0,32,0,129,94,22,0
MEG_7857/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,5,0,10,12,0,0,5,20,0,0
MEG_3867/Metals/Mercury_resistance/Mercury_resistance_protein/MERE,0,2,0,0,0,0,0,0,0,0
MEG_3275/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,0,0,0,0,0,0,12,0,0,16
MEG_2762/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,52,0
MEG_7120/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,8,9,9,13,17,16,12,23,10
MEG_3624/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/LPEA,0,0,0,0,0,0,0,0,18,0
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_7041/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,184,259,141,166,194,217,223,163,287,197
MEG_2981/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,0,0,4,0,0,0
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,2,0
MEG_6462/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,2,0,0
MEG_2076/Metals/Copper_resistance/Copper_resistance_regulator/COPS,0,0,20,0,0,0,0,0,0,0
MEG_3001/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,5,0,0
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,7,13,4,0,11,9,2,4,10,23
MEG_2446/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CUSA,0,0,0,0,0,0,83,105,0,0
MEG_7520/Drugs/Glycopeptides/VanM-type_regulator/VANSM,34,0,0,48,70,66,28,46,60,52
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,4,10,4,2,29,18,6,16,4
MEG_7056/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,34,40,22,4,70,30,10,34,10
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,0,0,94,0,0,0,0,138,96,0
MEG_7063/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,9,12,21,0,0,25,0,0,24,0
MEG_5856/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,0,0,0,0,0,0,6,0,12,0
MEG_1191/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,48,57,0,0,43,71,83,46,22
MEG_7235/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,6,2,4,0,4,6,10,2,6
MEG_3977/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,15304,20785,12557,15411,20156,18291,24393,15632,19472,19111
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,102,0,34,0,0,32,62,38,46,40
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,0,6,0,0,0,0,0,0,2,0
MEG_2737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,26,0,0,0,0,0,26,6,0,0
MEG_1559/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,8,0,0,0,0,0,0,0,0
MEG_6749/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_6519/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDA,60,36,0,48,81,0,83,156,0,64
MEG_2898/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,44,0,44,60,0,98,79,56,94,0
MEG_6728/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,4,2,0,0,6,0,27,9,0,0
MEG_6377/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,2,0,0
MEG_4006/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODB,4,0,0,0,0,0,10,8,0,0
MEG_6549/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,2,0,9,0,7,6,49,13,18,0
MEG_3601/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,12,0,0,0,0,0,0,0,0
MEG_1143/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,0,0,0,0,0,0,0,14,0,0
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,12,0
MEG_411/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,23,0,42,13,0,0
MEG_3759/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,26,0,0,0,0,62,34,0,0
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,56,0,0,58,22,0,41,63,0,42
MEG_6704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_8742/Drugs/betalactams/Class_B_betalactamases/YEM,0,0,0,0,0,0,0,0,12,0
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_3085/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,0,0,0,0,28,0
MEG_7683/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGA,0,0,0,0,24,0,0,0,38,0
MEG_6117/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,100,72,49,87,84,60,111,70,81,94
MEG_7310/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,2062,2889,1635,2181,3054,2634,2809,2119,2475,2448
MEG_7823/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,33,18,16,28,20,14,15,0,27,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,10,33,97,25,6,117,35,16,37,14
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,28,0,0,0,22,0,0,0,32,14
MEG_6109/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,167,361,241,166,374,296,387,401,438,447
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,48,70,56,24,65,81,163,90,102,64
MEG_2868/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,34,0,0,0
MEG_5372/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,67,0,59,0,66,0
MEG_1730/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,0,0,0,80,0,0,0,0,62
MEG_6638/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,13,11,15,16,11,19,32,18,19,11
MEG_4350/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,8,8,0,0
MEG_2846/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,60,16,20,146,21,57,13,8,26,23
MEG_2790/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,0,4,0,4,8,4,0
MEG_4330/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,11,0,0
MEG_3999/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTP,4,0,0,0,0,0,13,14,0,0
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,36,0,0,0,0,0,20,37,39,0
MEG_6156/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALA,0,76,62,0,120,88,100,0,0,124
MEG_2912/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,12,0,0,0
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,10,4,0,0,0,0,0,0,0,0
MEG_3893/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,4,0
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,2,0,0,2,0,0,7,0,6
MEG_2982/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,4,0,0,0
MEG_3611/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUC,0,0,22,0,0,0,0,22,20,32
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,2,15,0,0,0
MEG_6949/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,6,0,0,0,0
MEG_7819/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/YDEO,0,0,0,0,0,0,17,8,0,0
MEG_5390/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,29,23,17,32,0,40,32,25,51,0
MEG_2869/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,37,0,0,0
MEG_4369/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,12,0,0,0
MEG_3873/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,2,0,0,0,0,0,0
MEG_1176/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,0,0,0,6,25,0,0
MEG_6831/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,0,0,0,4
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,16,24,14,24,26,8,19,23,23
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,10,12,18,19,25,16,12,32,12,12
MEG_3661/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,0,0,2,0,8,9,0,0
